LZ,time,user_name,response
坐那么多年飞机，最最最不愉快的一次！全价机票按照APP上流程选定座位。紧紧晚到柜台2分钟，被告知未提前值机，只能改签六个小时以后其他航空公司航班，如果没有值机，那你APP上告知我选座成功干嘛？！！被告知旅客原因，投诉无门！@南方航空  垃圾南航！大家路过刷到这条帮我顶起来！谢谢各位！ 广州·广州白云国际机场,05-17,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
上海南航地服张竟赟，人渣一个，恐吓妇女。用牌子砸一个带孩子的妈妈。反复欺骗乘客，让我们在飞机上苦等近六个小时。还叫来安保威胁我们，看到我们录像立马变嘴脸装好人。南航投诉电话不通，民航总局投诉电话没人接，投诉网站故障，无法投诉，真是霸王到家了。从此不再乘南航！@南方航空  @上海航空 上海·上海浦东国际机场,01-27,南航客户服务中心,回复@不在在在服务区:网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供乘机人客票号码（如无可提供乘机证件号码）、联系方式，收到信息后我司将立刻核查并给予您回复。
 ,01-27,不在在在服务区,回复@南航客户服务中心:给你回复为什么不处理
 ,01-26,不在在在服务区,2018年1月25日CZ6252 39A 这是我的航班信息。工作人员就是我微博中的名字。并且航班中30多人是我公司员工。有视频为证。带孩子的妈妈已经投诉。但你们南航无人受理。并且晚点6个小时南航没给任何说法。
 ,01-26,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供乘机人客票号码（如无可提供乘机证件号码）、联系方式、工作人员具体姓名、工号（如无请提供办理业务时间、柜台号），收到信息后我司将立刻核查并给予您回复。
@南方航空  轮子坏了。如果我坐出租车，出租车轮子坏了，不但给我换车还不要我车费，你们呢，等了4个小时了。 郑州·郑州新郑国际机场 ,2017-09-30,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
 ,2017-09-30,文徵vinvo,为啥南航的幺蛾子总是特别的多啊，轮子坏了为啥之前没有检测出来，到要飞的时候，才检查出来，不过还好如果买了延误险的话，倒是还有一些补偿什么的，不过浪费了这么长时间真的是很无奈啊，还好我现在都不坐南航了，还是坐坐春秋航空算了
 ,2017-09-29,阿雯儿的名字被占用,悲催，南航真的很烂
南航南航南航！我日了你麻麻了！我等了6个小时的飞机，上了飞机之后要毛毯告诉我给头等舱了！后面的只配了38个毛毯！穷疯了么！？延误你不赔钱就算了 ，尼玛我就要一条毛毯！@南方航空 @南航 @南方航空-乘务安全员招聘 @南航官方网站 @南航客户服务中心 ,2017-09-27,song什么羊,哎我去…这么恶心
 ,2017-09-27,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供以下信息：客票号码（如无可提供乘机证件号码）、座位号以及联系方式。收到信息后我司将立刻核查并给予您回复。
"今天想@中国南方航空  结果少个中国不是官微，因为晚点近七个小时，我现在才做完今天的工作
，南航的飞机晚点了六个多小时，在机场等了七个多小时，终于发动了，乘客都急死了@南方航空  网页链接@中国南方航空",2017-08-30,唯有eason复我,回复@南航客户服务中心:好的我私信发给你们
 ,2017-08-29,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
 ,2017-08-29,柠檬绿茶的x苦涩,南航这也太不靠谱了吧，延误了那么久，我看昨天春秋航空都没有延误的，你这是昨天哪个地方啊。
南航官网显示航班取消，19:55航班已经在机场持续延误到现在，机场无任何说法，即无法告知预计时间，也没有对熬到半夜的旅客有任何安排@南方航空 @上海浦东国际机场 ,2017-08-26,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
早上的飞机，起飞时间一改再改，上飞机关了一个小时后，机长通知18点起飞，又坐摆渡车回候机大厅，南航你能再出点幺蛾子吗？呵呵，差评！！！@南方航空 ,2017-08-14,南航客户服务中心,回复@长腿叔叔Daddy-Long-legs:网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
 ,2017-08-14,长腿叔叔Daddy-Long-legs,回复@南航客户服务中心:一会儿坐摆渡车登机，关了一个小时，又让我们坐摆渡车去候机大厅，然后把我们扔候机大厅就不管了，还不让走远，楼下的C221登机口那层是没有吃饭的地方的呢，差评！
 ,2017-08-14,长腿叔叔Daddy-Long-legs,回复@南航客户服务中心:你们查一下CZ6258次航班就知道了呀，目前延误6个小时像话吗？
 ,2017-08-14,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您反馈的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
@南方航空 @中国南方航空 南方航空CZ6160从八点二十一直到现在还没能上飞机，一直没有给出合理的解释为什么延误。现在到了该起飞的点了，还是没有人通知我们，南航怎么变成这个样子了，候机室里有老人也有小孩，并没有人管我们，除了9点的一个延误餐，一碗100cc的粥，一小包榨菜，一个小面包。 ,2017-01-20,17点23,回复@南航客户服务中心:已私信
 ,2017-01-20,南航客户服务中心,吴林旅客，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我司将立刻核查并给予您回复。
 ,2017-01-20,风行水成文,卧槽，趁机调戏空姐儿啊
 ,2017-01-20,17点23,@中国南方航空 你们下班了吗
 ,2017-01-20,17点23,@央视新闻
 ,2017-01-20,17点23,回复@LucianXxxxx:哈，贼尴尬……
 ,2017-01-20,布朗熊Xxxx,哈哈。
 ,2017-01-20,17点23,@头条新闻 @今日头条
@南方航空 朋友于12.5日南航CZ6318哈尔滨-南宁飞机上，遗落一ipad，下飞机时遗留在座位前口袋里，座位号37C。希望南航工作人员帮忙联系一下，昨晚已致电95533。期待回复。谢谢。@中国南方航空 @飞常准 ,2016-12-07,飞常准,"2016-12-7航班CZ6318[哈尔滨-武汉]尚未起飞,计划15:25哈尔滨-18:45武汉T2。请在1-12值机口办理值机手续,今日准点率:95％,哈尔滨太平国际机场小面积延误,武汉天河国际机场小面积延误。哈尔滨8:00:00天气烟。[武汉20:05-南宁22:10]航段目前状态是计划,请在B1-B18值机口办理值机手续,更多信息请下载飞常准"
 ,2016-12-06,飞常准,亲，请您及时与@南航客户服务中心 联系，希望您尽快找到您的物品
 ,2016-12-06,璇儿323,回复@南航客户服务中心:已私信回复身份证号及联系方式，请查收。麻烦帮忙查一下
 ,2016-12-06,飞常准,"2016-12-6航班CZ6318[哈尔滨-武汉]已经于19:08起飞,预计2016-12-06 22:25到达T2。当前位置估计:北京市 北京市。[武汉20:05-南宁22:10]已经延误,飞机排队数12架,武汉天河国际机场小面积延误,今日准点率:0％,更多信息请下载飞常准APP查询 网页链接"
 ,2016-12-06,南航客户服务中心,回复@璇儿323:网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供以下信息：客票号码（如无可提供乘机证件号码）、座位号以及联系方式。收到信息后南航将立刻核查并给予您回复。
 ,2016-12-06,璇儿323,@南航客户服务中心 @南航官方网站 朋友于12.5日南航CZ6318哈尔滨-南宁飞机上，遗落一ipad，下飞机时遗留在座位前口袋里，座位号37C。希望南航工作人员帮忙联系一下，昨晚已致电95533。期待回复。谢谢。
再也不坐 南航了。真的对cz650，在普吉机场让旅客滞留7，8个小时而@南方航空 没有任何作为表示遗憾 ,2016-10-08,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
 ,2016-10-08,在哪都要很北京,回复@南航客户服务中心:你可以去核实
 ,2016-10-08,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
 ,2016-10-08,在哪都要很北京,当时机场可能只有15度，大多数人因为在普吉岛度假，身上只穿了半袖，短裤。让我们在这种温度的候机室呆一宿，甚至不能保证每人一个毯子。也没人去协调。事后只针对飞机晚点做了口头道歉。有用吗？
南航航班竟然超售机位。地勤人员说120个机位售出128张机票。但南航95539人员说换了机型造成，但网络查询还是原来机型，询问时却又无话可说。这是第一个视频@南方航空 呼和浩特·呼和浩特白塔国际机场 秒拍视频 . ,2016-08-22,南航客户服务中心,回复@Green-Ye:网友，您好！您所提供的资料中欠缺联系方式，为了尽快针对问题进行调查处理，望您收到后尽快回复告知。
 ,2016-08-21,Green-Ye,回复@南航客户服务中心:赵浩良
 ,2016-08-21,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
南航7月30日晚上7点30分左右从重庆飞往昆明的航班，因为什么延误了3个小时？是店大欺客还是另有原因？@南方航空 ,2016-08-01,飞飞航评,您好，我们是“飞飞”APP，可以免费帮您解决航空投诉问题，请在AppStore搜索“飞飞”下载，委托我们投诉就可以了
 ,2016-07-31,卜一僞,因为不用赔钱了
 ,2016-07-31,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
七月十五日坐南方航空飞机到广元，托运行李已明确备注里面含易碎品，还把我行李扔烂了……这是什么服务？还有保障可言吗？@南方航空 @南方航空-乘务安全员招聘 @南航官方网站 惠州·人民四路 ,2016-07-22,南航客户服务中心,回复@Wendy_1028:网友，您好！您所提供的资料中欠缺乘机人客票号码（如无可提供乘机证件号码），为了尽快针对问题进行调查处理，望您收到后尽快回复告知。
 ,2016-07-22,Wendy_1028,回复@南航客户服务中心:13531716937，可以联系我
 ,2016-07-22,南航客户服务中心,回复@Wendy_1028:网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供以下信息：乘机人客票号码（如无可提供乘机证件号码）以及联系方式，收到信息后南航将立刻核查并给予您回复。
 ,2016-07-22,Wendy_1028,回复@南航客户服务中心:CZ 132635
 ,2016-07-22,香港欧冠水光面膜大区供货_婷婷,喜欢你的微博，可否互粉一下
 ,2016-07-21,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供以下信息：乘机人客票号码（如无可提供乘机证件号码）、行李牌号以及联系方式，收到信息后南航将立刻核查并给予您回复。
三亚凤凰机场的空调开的太不给力了，机场里太热了。为毛南京都晴天了，三亚飞南京的航班c6623还没起飞时间表@三亚凤凰机场 @南方航空 三亚 ,2016-06-13,桀骜灵霄,回复@南航客户服务中心:感谢你的回复。是6月12日14:20的三亚飞南京的cz6623航班。不过当你关注的时候，已经开始登机了。为南航微博平台点赞
 ,2016-06-12,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
南航搞什么鬼啊，昨天等了八个小时，最后说航班取消 半夜十二点安排了什么酒店啊 都是虫子 打发我们说第二天七点半可以飞 今天一句航班取消就完事了 没有任何赔偿 没有一个说法 从头到尾发了一盒饭一瓶水 反正你们说什么就是什么 别人的时间不是时间 @南方航空 珠海·三灶镇 ,2016-05-25,尖叫的蚂蚁Sream,回复@私奔到Palau:也对～
 ,2016-05-25,私奔到Palau,回复@陈敏泓是个失控的瘦子:但是南航也很不负责任 超级 特别那个酒店安排的根本不能住
 ,2016-05-25,私奔到Palau,回复@陈敏泓是个失控的瘦子:我以后 肯定不会先考虑飞义乌的，
 ,2016-05-25,尖叫的蚂蚁Sream,回复@私奔到Palau:我出国不坐南航不过之前听一个哥哥说之前有义乌到南宁的航班 就因为义乌机场老延误  所以就关了这条线   所以
 ,2016-05-25,私奔到Palau,回复@陈敏泓是个失控的瘦子:飞国外我发现一般都不晚点吧
 ,2016-05-25,尖叫的蚂蚁Sream,因为义乌机场是个军民两用机场  所以经常延误
 ,2016-05-10,501的电灯泡,就是。以前感觉还可以的南航。这次服务真是差
 ,2016-05-10,私奔到Palau,@南航客户服务中心 酒店自己掏钱住的 第二天改签到飞杭州，杭州在回义乌的车费自己出得 这次南航真的让人特别失望
 ,2016-05-10,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
 ,2016-05-10,私奔到Palau,@南航 @珠海金湾机场
@南方航空 为何飞机晚点杭州飞广州CZ3502有餐配送，杭州飞桂林北海的CZ3266航班没有？同样晚点到了饭点不同待遇？请出来解释 杭州·瓜沥镇 ,2016-05-09,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
 ,2016-05-09,海的蓝BH,@中国南方航空 晚餐时间到了，旁边航班配送吃饭，我们看人家吃，这样真的好吗？
@南方航空 买的南航的票、在南航的柜台，为何不能办理登机牌？必须要去东航柜台办理？这个值班经理态度十分恶劣！ ,2016-04-26,南航客户服务中心,回复@菲比的微笑:网友，您好！我们已经关注您提及的问题，相关部门已进行调查，我们已催办南航尽快针对您的问题给予回复处理，望您耐心等待！
 ,2016-04-26,南航客户服务中心,回复@菲比的微笑:网友，您好！我们已经关注您提及的问题，相关部门已进行调查，我们已催办南航尽快针对您的问题给予回复处理，望您耐心等待！
 ,2016-04-26,菲比的微笑,回复@南航客户服务中心:好的，谢谢！顺便问一下，值班经理没有工号吗？首堵机场的这个值班经理说他没有工号……
 ,2016-04-26,南航客户服务中心,回复@菲比的微笑:网友，您好！资料已收到，我们将尽快调查后给予您回复，您也可以致电95539提供您所预留的联系方式查询处理进度。非常感谢您的配合！
 ,2016-04-26,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
吐槽北京的南航，早上11:30到达机场，说是由于天气原因航班延误，不让换登机牌不让过安检，一直说你每过半个小时来问问吧！旅客表示理解以后，2点左右在问，F13号柜台的冯兰慧地勤人员已表示非常不耐烦！态度巨差，请@南方航空 给予回复，为什么不合理安排旅客的去处，让旅客在座位很少的外围等候？ ,2016-04-22,垚十兀,回复@season8303:估计你今晚回家要到12点了
 ,2016-04-22,season8303,回复@垚十兀:电话也投诉了！微博也投诉！投诉就让办登机手续了！！
 ,2016-04-22,垚十兀,回复@season8303:哈哈，看来有麻烦要在微博公开投诉！
 ,2016-04-22,season8303,回复@垚十兀:投诉有效！
 ,2016-04-22,垚十兀,飞人
 ,2016-04-22,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
南方航空，我的心都碎了，乘坐2016年4月7日的CZ3804-CZ3471，从马累到成都的航班，当时买票的时候就是为了直接行李可以到成都的，马累机场办理行李托运的时候也告诉工作人员挂到成都，而且在飞机上也问空姐了的，行李可以到成都。但是到成都后没有行李，在机场行李问询处得知还在广州。怎么办@南方航空 ,2016-04-13,曲径通幽蓝,回复@阳光值在路上:还在找
 ,2016-04-11,曲径通幽蓝,回复@阳光值在路上:我也不想这样子了，伤心死了
 ,2016-04-11,阳光值在路上,回复@曲径通幽蓝:航空公司这么不负责任啊？？
 ,2016-04-11,曲径通幽蓝,回复@阳光值在路上:对啊
 ,2016-04-11,阳光值在路上,回复@曲径通幽蓝:咋丢了？飞机给你托运丢了吗？
 ,2016-04-11,曲径通幽蓝,回复@南航客户服务中心:今天才收到成都南航打来的电话，说找到一件行李了，谢谢
 ,2016-04-11,曲径通幽蓝,回复@阳光值在路上:还玩笑的，还真让你请客啊，行李丢了 ，手机丢了
 ,2016-04-11,南航客户服务中心,回复@曲径通幽蓝:网友，您好！我们已经关注您提及的问题，相关部门已进行调查，我们已催办南航尽快针对您的问题给予回复处理，望您耐心等待！
 ,2016-04-11,阳光值在路上,回复@曲径通幽蓝:在成都也不说，请你吃饭嘛
 ,2016-04-10,曲径通幽蓝,回复@南航客户服务中心:还没有收到任何消息#中国南方航空丢行李#@南航客户服务中心
今天早班CZ3000航班先是刹车失灵，接着辅助系统故障。在此情况下依然不给乘客任何合理性建议，机长及全体乘务员回避服务，导致前后续航班几近崩溃。请给大家一个合理的解释！！！@南方航空 ,2016-03-19,倩你的江南,回复@不要太骚哦:
 ,2016-03-19,不要太骚哦,回复@倩你的江南:已截图转发古大大
 ,2016-03-19,倩你的江南,人丑多作怪
 ,2016-03-19,一种新型行走的蘑菇,回复@不要太骚哦:这得有个说法啊
 ,2016-03-19,一种新型行走的蘑菇,回复@我是庄会计哦:南航耽误事
 ,2016-03-18,不要太骚哦,回复@南航客户服务中心:坐等你们的官方答复！！！
 ,2016-03-18,不要太骚哦,回复@面子狗丑八怪吴师傅:改签了。那航班最后取消了
 ,2016-03-18,南航客户服务中心,旅客您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后南航将立刻核查并给予您回复。
 ,2016-03-18,我是庄会计哦,你@ 的好像不对
 ,2016-03-18,我是庄会计哦,回复@面子狗丑八怪吴师傅:他现在还没回来呢
话说昨天乘坐南航的飞机9小时，青岛在广州转机到马来西亚槟城，可是到达槟城后，取行李的时候被告知行李要明天才能到，这是为啥？第一天人到，第二天行李到，第三天送到酒店，这是个什么模式？真的不明白，南航能否给个说法？@南方航空  @新浪新闻 广州·广州白云国际机场 ,2016-02-19,南航客户服务中心,回复@幸福旅程在途中:网友，您好！我们已经关注您提及的问题，相关部门已进行调查，我们已催办南航尽快针对您的问题给予回复处理，望您耐心等待！
 ,2016-02-19,nancysong2003,可以给我个收到行李的时间吗？换做谁都会着急，真需要让全世界知道吗？@南航客户服务中心 @亚航之家 @马来西亚之窗网 @世界邦旅行网 @马来西亚旅游局 @亚航之家
 ,2016-02-19,nancysong2003,回复@南航客户服务中心:我们着急等行李，可以给我个时间吗？@南航客户服务中心 @新浪新闻 @马来西亚旅游局 @世界邦旅行网 @E旅行网 @马来西亚之窗网 @亚航之家
 ,2016-02-19,nancysong2003,回复@南航客户服务中心:可以给我个时间吗？欢喜的衣服都有里面了，急急急@南航客户服务中心 @马来西亚旅游局 @新浪新闻
 ,2016-02-19,nancysong2003,回复@南航客户服务中心:由于行李未跟我们同时到达已经影响到我们整个行程，快帮我解决啊。
 ,2016-02-19,南航客户服务中心,回复@幸福旅程在途中:网友，您好！我们已经关注您提及的问题，相关部门已进行调查，我们已催办南航尽快针对您的问题给予回复处理，望您耐心等待！
 ,2016-02-19,nancysong2003,回复@南航客户服务中心:真是很失望，从18号晚21点开始到现在过去快22小时了，我的行李还没有到我的手上究竟怎么回事，南航下午失去联系，中午跟我联系的电话已经没有人接听，我的行李、我的马来西亚形成@南航客户服务中心 @新浪新闻 @马来西亚旅游局
 ,2016-02-19,南航客户服务中心,回复@幸福旅程在途中:您好！资料已收到，我们将尽快调查后给予您回复，您也可以致电95539提供您所预留的联系方式查询处理进度。非常感谢您的配合！
 ,2016-02-19,nancysong2003,回复@南航客户服务中心:我在槟城的联系方式60174476723
 ,2016-02-19,南航客户服务中心,旅客您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供以下信息：乘机人客票号码、行李牌号以及联系方式，收到信息后南航将立刻核查并给予您回复。
@人民日报 老妈快70的老人。带着7岁的孙女。本想着早点回汉过年。。确z因为大雪备降南昌机场。。从1月31日中午12点到现在在机场大厅。。。机场没有人管。。南航没有人管。。@南方航空 武汉·艾尚花桥 ,2016-02-01,密兔33,回复@梅沁雪的围脖:3点才起飞？赔款了吗？
 ,2016-02-01,梅沁雪的围脖,回复@是大魔王呀：目前还没有啊，，不过准备起飞了
 ,2016-02-01,密兔33,回复@梅沁雪的围脖:现在到武汉了？
 ,2016-02-01,梅沁雪的围脖,回复@是大魔王呀:凌晨1点
 ,2016-02-01,密兔33,回复@梅沁雪的围脖:之后安排了吗？你们几点到的宾馆？
 ,2016-02-01,南航客户服务中心,回复@梅沁雪的围脖:感谢您的谅解！我们会不停完善服务流程，提升服务质量。希望南航仍是您出行的首选并为我司提供更多宝贵的意见与建议。
 ,2016-02-01,梅沁雪的围脖,回复@南航客户服务中心:昨晚12：30已安排住宿了，，希望以后，能及早安排啊，，，年龄大的人耗不动啊，
 ,2016-02-01,南航客户服务中心,网友，您好！给您带来不佳体验我们深表歉意，我们非常重视您提出的问题，望您通过私信提供：乘机人客票号码（如无可提供乘机证件号码）以及联系方式。收到信息后我们将立刻转交相关部门核查并给予您回复。
南航你在哪？北海滞留十二小时无人问津@南方航空 ,2015-07-27,兰馨1919,回复@南航客户服务中心:谢谢！
 ,2015-07-26,南航客户服务中心,网友您好，我们已关注您提及的事情，航班延误给您带来的不便，在此先向您诚挚致歉。希望您可以通过私信提供一下所述事件乘机人的姓名、客票号、联系电话，收到后我们将立刻转交相关部门核查。
"@南方航空 @民航总局 西安飞柬埔寨暹粒广州中转，起飞延误一个多小时，忍了。落地柬埔寨后行李居然找不到了。打南航行李查询电话也打不通，可以想象孤零零在异国他乡什么都没有吗？南航丢行李很频繁，我们报失的时候有四个人刚找到昨天丢的行李
我要求一还我行李二道歉三赔偿 柬埔寨 ",2015-07-01,南航客户服务中心,网友您好，我们已关注您提及的事情，行李运输的问题给您带来了不便，在此先向您诚挚致歉。希望您可以通过私信提供一下乘机人的姓名、客票号、行李牌号、联系电话，收到后我们将立刻转交相关部门核查。
@南方航空 4号航班换到5号，你们就一个短信通知，还只给顾客同意或退票两个选项；而且客服从头到尾，强调航空公司都可能取消航班，连道歉的诚意都木有。这叫店大欺客，你们父母造吗？！ ,2014-12-27,李小朵dora,回复@卫华是也:涨溅识！
 ,2014-12-27,卫华是也,回复@南航客户服务中心:我还以为，“相关部门”只存在于政府，未曾想到南航也有这么神秘的部门！！！
 ,2014-12-27,南航客户服务中心,网友您好，我们已关注您提及的事情。希望您可以通过私信提供一下所述事件乘机人的姓名、客票号、当日致电95539的时间和来电号码，收到后我们将立刻转交相关部门核查。
 ,2014-12-27,阳刚纯爷们,你好！
CZ3597 刚刚落地郑州，我想问下贵机组今天是否发生啥事了，全都跟欠她们钱一样的表情？@南方航空，一直以来首选南航，这次彻底失望… 我在这里:郑州·郑州新郑国际机场 ,2014-04-20,Tiger_0714,回复@南航客户服务中心:这也就罢了，之后一段时间乘务员在对于乘客的态度如同下达命令一般的口气让人生厌，落地时同机的旅客细声抱怨说怎么这架飞机的空姐都这个表情，所以，我决定就此事吐吐槽！
 ,2014-04-20,Tiger_0714,回复@南航客户服务中心:也没必要私信啦，我觉得大家都有知情权，登机时由于携带两台笔记本电脑担心托运途中受损随即直接带上飞机，塞进行李箱时过于厚重，几次未能完成，之后无奈取出一台笔记本才勉强放置好，近在两米咫尺内的乘务员在此过程中纹丝不动；
 ,2014-04-20,南航客户服务中心,网友您好，我们已经关注您提及的事情，很抱歉给您带来了不愉快，在此先向您诚挚致歉。请问您是否方便通过私信的形式向我们提供一下此事件的相关细节呢？我们将会有针对性地进行调查并对我们服务中存在的短板和不足进行积极改善。感谢您的支持与配合。
"再也不相信南航了，1.30分的航班延误到4.35分，4.35到了机场说没位置了。又推迟到6.45分，你知道耽误了多少时间和金钱么！@南方航空 
 ",2014-03-19,新一站保险网,您好，新一站航空保险-意外及延误取消单次计划，专为旅客的航空之旅保驾护航。国内航班凭登机牌即可理赔，无需提供延误证明。新一站保险网祝您生活愉快。传送门：网页链接
 ,2014-03-19,花花小虫,回复@大头mun:素的，安全就好！
 ,2014-03-19,大头mun,在马航事件后，延误就延误吧，安全就好，哈哈哈
 ,2014-03-19,花花小虫,回复@梨郍:现在看到酒店了就觉得值得
 ,2014-03-18,花花小虫,回复@李小雷1990:就是，彻底无语
 ,2014-03-18,李小雷1990,"...这么搞笑,数据出错吗?"
 ,2014-03-18,花花小虫,回复@vy_vy:就是啊，无语了。更惨的是我们领导4.45分最终安排了2个位然后到现在还没起飞。
 ,2014-03-18,梨郍,好可怜的孩纸
 ,2014-03-18,vy_vy,为什么会没位置
 ,2014-03-18,南航客户服务中心,网友您好，我们已关注您提及的事情，航班延误给您带来的不便，在此先向您诚挚致歉。希望您可以通过私信提供一下所述事件乘机人的姓名、客票号、联系电话，收到后我们将立刻转交相关部门核查。
cz378在马尼拉哪个航站楼出发？怎么也查不到@南方航空 我在:菲律宾马尼拉市 ,2013-12-07,南航客户服务中心,回复@又见小刀刀:不客气
 ,2013-12-07,又见小刀刀,回复@南航客户服务中心:谢谢
